brand,year,selling_price,km_driven,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded
Tata,2016,300000,90000,4,1,1,2
Maruti,2015,480000,140000,1,1,1,4
Skoda,2017,850000,44500,4,1,0,0
Hyundai,2014,350000,52000,1,1,1,2
Hyundai,2016,650000,26000,4,1,1,0
Tata,2007,550000,80000,4,1,1,2
Maruti,2015,300000,35000,4,1,1,0
Maruti,2008,150000,60000,4,1,1,2
Hyundai,2014,300000,120000,4,1,1,0
Hyundai,2004,80000,58000,4,1,1,0
Tata,2011,180000,80000,1,1,1,4
Ford,2009,110000,100000,1,1,1,1
Hyundai,2015,425000,12000,4,1,1,0
Honda,2016,700000,35000,1,1,1,0
Maruti,2010,130000,50000,4,1,1,2
Maruti,2017,650000,67000,1,1,1,0
Renault,2013,400000,100000,4,1,1,2
Mahindra,2017,800000,60000,1,1,1,0
Mahindra,2017,675000,70000,1,1,1,0
Maruti,2017,210000,50000,4,1,1,1
Tata,2009,150000,120000,1,1,1,4
Maruti,2007,45000,100000,0,1,1,1
Hyundai,2015,516000,90000,4,1,1,0
Hyundai,2014,450000,80000,4,1,1,0
Chevrolet,2012,134000,90000,4,1,1,2
Toyota,2014,509999,157000,1,1,1,2
Volkswagen,2016,500000,20000,4,1,1,0
Maruti,2008,130000,80000,4,1,1,1
Maruti,2015,575000,60000,1,1,1,0
Hyundai,2015,550000,49000,4,1,1,0
Tata,2009,145000,89255,1,1,1,0
Maruti,2020,347000,5000,4,1,1,0
Tata,2013,275000,110000,1,1,1,0
Toyota,2010,630000,200000,1,1,1,4
Chevrolet,2012,160000,90000,1,1,1,2
Fiat,2010,150000,63000,1,1,1,4
Honda,2015,550000,23000,4,1,1,0
Mahindra,2013,349000,100000,1,1,1,0
Mahindra,2004,229999,168000,1,1,1,1
Tata,2008,110000,90000,1,1,1,4
Maruti,2008,110000,70000,4,1,1,4
Renault,2018,245000,5550,4,1,1,2
Maruti,2014,180000,100000,4,1,1,2
Maruti,2014,290000,80000,4,1,1,2
Tata,2010,150000,100000,1,1,1,0
Maruti,2004,55000,35000,4,1,1,4
Skoda,2006,500000,75000,1,1,1,2
Mahindra,2013,290000,150000,1,1,1,1
Maruti,2009,72000,70000,4,1,1,0
Maruti,2014,250000,115000,1,1,1,0
Maruti,2019,575000,25000,4,1,0,0
Kia,2019,1300000,10000,1,1,0,0
Hyundai,2019,425000,15000,4,1,1,0
Maruti,2019,470000,10000,0,1,1,0
Toyota,2012,220000,80000,4,1,1,4
Maruti,2020,310000,1700,4,1,1,0
Ford,2016,400000,45217,1,0,1,0
Hyundai,2018,310000,20000,4,1,1,0
Maruti,2017,750000,50000,1,1,1,0
Tata,2009,204999,120000,1,1,1,2
Maruti,2012,180000,40000,4,1,1,2
Mahindra,2007,125000,110000,1,1,1,2
Maruti,2014,420000,155000,1,1,1,0
Maruti,2011,220000,70000,4,1,1,2
Maruti,2010,200000,70000,4,1,1,4
Ford,2009,130000,100000,1,1,1,4
Tata,2016,335000,41000,4,0,1,0
Ford,2017,2650000,60000,1,0,0,0
Ford,2018,2675000,56000,1,0,0,0
Ford,2017,2675000,60000,1,0,0,0
Honda,2011,434999,97000,4,0,0,2
Honda,2014,500000,60000,4,1,1,0
Maruti,2017,290000,60000,4,1,1,0
Ford,2014,475000,48000,4,0,0,2
Maruti,2009,270000,190000,1,1,1,4
Hyundai,2019,600000,80000,4,1,1,0
Hyundai,2013,300000,70000,1,1,1,2
Volkswagen,2012,415000,80000,1,1,1,2
Maruti,2018,800000,30000,1,1,0,2
Hyundai,2016,420000,44440,4,1,1,2
Hyundai,2018,1250000,30000,1,1,1,0
Maruti,2011,270000,120000,1,1,1,0
Hyundai,2015,390000,80000,1,1,1,2
Skoda,2012,400000,110000,1,1,1,0
Ford,2007,100000,170000,4,1,1,0
Audi,2010,850000,46000,1,1,0,0
Chevrolet,2012,359000,120000,1,1,0,4
Maruti,2015,470000,91365,1,0,1,0
Maruti,2013,360000,90010,1,0,1,2
Maruti,2013,250999,80000,1,1,1,0
Tata,2012,45000,35000,4,1,1,2
Maruti,2006,75000,80000,4,1,1,2
Maruti,2013,495000,31800,1,0,1,0
Maruti,2013,310000,59100,0,0,1,0
Honda,2016,540000,31200,4,0,1,0
Maruti,2016,665000,51000,1,0,1,0
Hyundai,2013,425000,22700,1,0,1,2
Audi,2011,1295000,58000,1,0,0,0
Maruti,2016,675000,50900,1,0,1,0
Maruti,2018,980000,10000,1,1,1,0
Chevrolet,2014,320000,60000,1,1,1,0
Maruti,2011,250000,80000,4,1,1,2
Maruti,2016,600000,72000,1,1,1,0
Hyundai,2016,300000,96000,4,1,1,0
Chevrolet,2014,305000,66000,1,1,1,0
Maruti,2009,106000,70000,4,1,1,0
Hyundai,2006,90000,75000,4,1,1,4
Tata,2019,539000,2417,4,1,1,0
Hyundai,2016,250000,30000,4,1,1,2
Mahindra,2018,707000,60000,1,1,1,0
Hyundai,2007,95000,120000,4,1,1,1
Maruti,2020,495000,7000,0,1,1,0
Tata,2012,200000,35000,1,1,1,0
Maruti,2009,110000,110000,4,1,1,1
Maruti,2008,100000,130000,4,1,1,1
Maruti,2016,150000,25000,4,1,1,2
Ford,2005,50000,80000,4,1,1,4
Chevrolet,2007,85000,70000,4,1,1,2
Hyundai,2018,475000,23000,4,1,1,0
Volkswagen,2014,425000,40000,4,1,1,0
BMW,2006,480000,110000,4,1,0,2
Maruti,2019,950000,10000,1,1,1,0
Maruti,2015,535000,80000,1,1,1,0
Hyundai,2009,325000,25000,1,1,1,4
Maruti,2013,270000,74000,4,1,1,4
Maruti,2015,300000,60000,4,1,1,4
Volkswagen,2011,325000,70000,1,1,1,0
Tata,2010,350000,100000,1,1,1,0
Hyundai,2008,229999,146000,1,1,1,4
Maruti,2012,325000,120000,1,1,1,2
Maruti,2005,70000,70000,4,1,1,2
Skoda,2008,190000,120000,1,1,1,4
Chevrolet,2011,345000,65500,1,1,1,0
Mahindra,2016,1025000,70000,1,1,1,0
Maruti,2012,120000,50000,4,1,1,0
Maruti,2009,114999,90000,4,1,1,2
Honda,2009,300000,120000,4,1,1,2
Maruti,2016,340000,56000,4,0,1,0
Maruti,2005,90000,70000,4,1,1,2
Maruti,2006,150000,140300,4,1,1,0
Maruti,2010,115999,70000,4,1,1,0
Maruti,2016,375000,23000,4,0,1,2
Maruti,2007,275000,10211,4,1,1,0
Mahindra,2005,120000,120000,1,1,1,4
Maruti,2015,350000,120000,1,1,1,0
Maruti,2017,409999,35000,4,1,1,0
Hyundai,2012,500000,130000,1,1,1,0
Nissan,2013,220000,90000,1,1,1,2
Ford,2008,120000,80000,4,1,1,2
Hyundai,2007,70000,55000,4,1,1,2
Maruti,2017,800000,15000,4,1,1,0
Maruti,2014,450000,260000,1,1,1,2
Mahindra,2012,525000,145000,1,1,1,0
Datsun,2016,300000,35000,4,1,1,0
Hyundai,2008,195000,56000,4,1,1,2
Ford,2007,130000,98000,1,1,1,2
Toyota,2011,300000,135000,1,1,1,2
Maruti,2002,120000,60000,4,1,1,4
Toyota,2010,450000,120000,1,1,1,4
Tata,2010,160000,102000,1,1,1,2
Mahindra,2018,800000,35000,1,1,1,0
Maruti,2013,100000,80000,4,1,1,0
Maruti,2015,265000,32933,4,0,1,0
Maruti,2008,175000,54551,4,0,1,0
Maruti,2014,250999,57112,4,0,1,0
Hyundai,2015,471000,41025,4,0,0,0
Hyundai,2012,225000,53122,4,0,1,2
Maruti,2013,245000,64111,0,0,1,0
Maruti,2011,221000,78892,4,0,1,0
Hyundai,2011,271000,74113,4,0,1,0
Maruti,2012,290000,80000,4,0,1,0
Maruti,2017,525000,39000,4,0,1,0
Volkswagen,2012,377000,84775,4,0,1,0
Tata,2012,95000,20778,4,0,1,0
Maruti,2015,763000,64441,1,0,1,0
Honda,2015,450000,43192,4,0,1,0
Tata,2014,140000,44416,4,0,1,0
Maruti,2016,701000,79991,1,0,1,0
Nissan,2011,277000,62601,1,0,1,2
Maruti,2018,520000,50000,4,1,0,0
Ford,2017,550000,100000,1,1,1,0
Volkswagen,2011,260000,97000,1,1,1,4
Renault,2015,420000,100000,1,1,1,0
OpelCorsa,2002,35000,100000,4,1,1,4
Mahindra,2018,1150000,20000,1,1,1,0
Maruti,2017,680000,46000,4,1,1,0
Maruti,2012,425000,40000,1,1,1,0
Maruti,2014,450000,70000,1,1,1,2
Toyota,2008,590000,89600,1,1,1,4
Volkswagen,2017,936999,60800,4,1,1,0
Honda,2015,420000,104000,1,1,1,2
Volkswagen,2014,450000,80000,1,1,1,2
Maruti,2004,40000,69111,4,1,1,4
Toyota,2014,520000,70000,1,1,1,2
Maruti,2007,80000,120000,4,1,1,0
Tata,2014,55000,40000,4,1,1,0
Mahindra,2001,80000,100000,1,1,1,4
Maruti,2019,210000,20000,4,1,1,0
Tata,2017,260000,50000,1,1,1,0
Tata,2016,250000,70000,1,1,1,0
Tata,2008,80000,90000,1,1,1,0
Toyota,2010,450000,150000,1,1,1,2
Toyota,2005,310000,120000,1,1,1,2
Ford,2014,350000,90000,4,1,1,2
Maruti,2011,320000,100000,1,1,1,0
Honda,2016,475000,90000,1,1,1,0
Tata,2011,220000,140000,1,1,1,2
Tata,2008,70000,60000,4,1,1,0
Chevrolet,2015,281000,40000,1,1,1,0
Tata,2013,211000,80000,1,1,1,0
Hyundai,2018,550000,11000,4,1,1,0
Chevrolet,2014,350000,110000,1,1,1,0
Maruti,2017,420000,19890,4,0,0,0
Renault,2015,270000,20969,4,0,1,0
Maruti,2016,399000,20194,4,0,1,0
Ford,2016,440000,34982,4,0,1,0
Hyundai,2012,250000,44588,4,0,1,0
Ford,2016,650000,57904,1,0,1,0
Maruti,2015,270000,59258,4,0,1,0
Ford,2016,390000,60826,4,0,1,0
Mahindra,2018,1500000,50000,1,1,1,0
Maruti,2014,225000,35000,4,1,1,0
Mahindra,2015,900000,110000,1,1,1,2
Hyundai,2018,1600000,40000,1,1,0,0
Tata,2019,800000,10000,4,1,1,0
Honda,2013,320000,50000,1,1,1,0
Maruti,2016,300000,25000,4,1,1,0
Hyundai,2018,740000,25000,4,1,1,0
Datsun,2019,350000,1300,4,1,1,0
Datsun,2014,280000,40000,4,1,1,0
Maruti,2018,675000,50000,1,1,0,0
Hyundai,2011,300000,20000,4,1,1,0
Chevrolet,2011,400000,76000,1,1,1,4
Mahindra,2010,420000,100000,1,1,1,4
Tata,2008,300000,120000,1,1,1,0
Maruti,2010,170000,70000,4,1,1,0
Hyundai,2014,210000,70000,4,1,1,4
Maruti,2015,600000,60000,1,1,1,2
Maruti,2014,260000,38000,4,1,1,2
Tata,2015,82000,19000,4,1,1,0
Mahindra,2016,690000,75000,1,1,1,0
Hyundai,2015,300000,70000,1,1,1,0
Honda,2017,1250000,30000,1,1,1,0
Hyundai,2017,799000,31707,1,1,1,0
Toyota,2010,1000000,180000,1,1,1,0
Maruti,2014,190000,90000,4,1,1,2
Mahindra,2014,250000,30000,1,1,1,0
Hyundai,2009,200000,60000,4,1,1,0
Mahindra,2005,300000,90000,1,1,1,2
Tata,2015,250000,120000,4,1,1,2
Maruti,2008,90000,70000,4,1,1,4
Renault,2016,700000,160000,1,1,1,0
Volvo,2012,1750000,115992,1,0,0,4
Maruti,2017,290000,110000,4,1,1,2
Toyota,2014,1050000,97000,1,1,1,2
Tata,2008,70000,100000,1,1,1,4
Maruti,2016,520000,41000,1,1,1,0
Tata,2012,150000,90000,1,1,1,0
Hyundai,2008,120000,90000,4,1,1,0
Tata,2010,150000,70000,1,1,1,2
Volkswagen,2011,400000,60000,4,1,1,0
Maruti,2015,310000,30000,4,1,1,2
Maruti,2015,550000,30000,4,1,1,0
Hyundai,2016,550000,60000,1,1,1,0
Hyundai,2013,320000,73000,1,1,1,0
Maruti,1992,50000,100000,4,1,1,1
Maruti,2017,700000,50000,1,1,1,2
Maruti,2012,700000,110000,1,1,1,2
Hyundai,2017,655000,84000,1,0,1,0
Chevrolet,2011,200000,110000,3,1,1,0
Renault,2012,375000,150000,1,1,1,0
Hyundai,2012,470000,109052,1,0,1,0
Maruti,2015,550000,90658,1,0,1,0
Honda,2014,500000,110000,1,1,1,2
Datsun,2015,210000,25000,4,1,1,0
Mercedes-Benz,2013,1451000,81000,1,0,0,0
Hyundai,2009,245000,75000,1,0,0,0
Honda,2017,700000,25552,4,0,1,2
Hyundai,2018,300000,20000,4,1,1,0
Hyundai,2017,350000,80000,1,1,1,0
Hyundai,2017,635000,25000,4,0,0,0
Honda,2012,325000,40700,4,1,1,0
Mahindra,2017,1150000,65500,1,0,0,0
Tata,2008,110000,42000,4,0,1,0
Honda,2018,890000,8000,4,0,1,0
Maruti,2007,73000,80000,4,1,1,2
Maruti,2016,750000,6000,4,0,1,0
Maruti,2018,690000,11174,4,0,1,0
Tata,2008,130000,120000,4,1,1,0
Hyundai,2007,85000,85000,4,1,1,2
Hyundai,2018,1575000,10000,4,1,0,0
Nissan,2013,325000,105000,1,1,1,0
Honda,1998,85000,120000,4,1,1,2
Hyundai,2018,860000,30000,1,0,1,2
Maruti,2017,690000,41000,1,1,1,0
Hyundai,2013,650000,54000,1,0,1,0
Chevrolet,2014,375000,40000,1,1,1,0
Hyundai,2013,525000,71000,1,0,1,0
Maruti,2016,330000,72500,4,0,1,0
Maruti,2013,280000,76600,4,0,1,0
Maruti,2014,470000,40000,4,1,1,0
Volkswagen,2011,350000,110000,1,1,1,0
Honda,2012,480000,63000,4,0,1,0
Hyundai,2016,620000,60000,1,1,1,0
Datsun,2014,250000,58000,4,1,1,0
Chevrolet,2010,78692,80000,4,1,1,2
Hyundai,2012,350000,80000,1,1,1,0
Maruti,2013,250000,70000,4,1,1,2
Hyundai,2011,260000,97700,4,1,1,1
Honda,2016,640000,36000,1,1,1,2
Tata,2008,220000,90000,1,1,1,2
Volkswagen,2015,465000,130000,1,1,1,0
Maruti,2010,229999,120000,1,1,1,2
Maruti,2018,425000,15000,4,1,1,0
Tata,2008,95000,120000,4,1,1,4
Hyundai,2012,170000,170000,3,1,1,4
Datsun,2016,229999,37500,4,1,1,2
Maruti,1999,45000,50000,4,1,1,4
Maruti,2007,479000,145000,4,1,1,4
Hyundai,2016,340000,30000,4,1,1,0
Maruti,2016,620000,35000,4,1,1,0
Tata,2012,270000,60000,1,1,1,0
Tata,2018,400000,35000,1,1,1,0
Maruti,2015,260000,40000,4,1,1,0
Hyundai,2003,48000,50000,4,1,1,1
Tata,2015,100000,23800,4,1,1,2
Nissan,2015,490000,70000,1,1,1,0
Maruti,2010,120000,90000,3,1,1,2
Hyundai,2008,125000,102000,4,1,1,2
Maruti,2019,190000,5000,4,1,1,0
Fiat,2011,500000,20000,4,1,1,0
Toyota,2014,1800000,99000,1,1,0,0
Honda,2008,320000,90000,4,1,1,0
Honda,2007,250000,47000,4,0,0,0
Ford,2010,105000,90000,1,1,1,4
Hyundai,2018,550000,20000,4,1,1,0
Hyundai,2019,600000,1100,4,1,0,0
Maruti,2020,210000,40000,4,1,1,0
Maruti,2012,210000,15000,4,1,1,0
Maruti,2009,150000,40000,4,1,1,0
Hyundai,2008,125000,60000,4,1,1,0
Maruti,2016,380000,20000,4,1,1,0
Maruti,2019,600000,5000,4,1,1,0
Maruti,2016,490000,27000,4,1,1,0
Maruti,2018,545000,38000,1,1,1,2
Maruti,2015,250000,25000,4,1,1,0
Hyundai,2020,1050000,1100,4,1,1,0
Maruti,2007,100000,100000,4,1,1,0
Ford,2014,250000,100000,1,1,1,2
Maruti,2007,100000,110000,4,1,1,0
Ford,2016,350000,60000,1,1,1,2
Renault,2012,370000,70000,1,1,1,2
Maruti,2004,121000,110000,4,1,1,2
Ford,2017,570000,44077,4,0,0,0
Maruti,2017,785000,24000,1,1,1,0
Maruti,2018,850000,30000,1,1,1,0
Maruti,2016,375000,30000,4,1,1,2
Maruti,2017,619000,40000,4,1,1,0
Chevrolet,2011,335000,90000,1,1,1,2
Toyota,2006,500000,50000,1,1,1,0
Maruti,2003,60000,100000,4,1,1,2
Mahindra,2015,210000,210000,1,1,1,0
Toyota,2019,1900000,20000,1,1,1,0
Tata,2013,270000,70000,1,1,1,2
Maruti,2010,225000,100000,4,1,1,2
Maruti,2011,150000,160000,4,1,1,2
Chevrolet,2013,173000,70000,1,1,1,0
BMW,2018,4800000,9422,1,1,0,0
Volkswagen,2017,710000,110000,1,1,0,0
Toyota,2019,1500000,20000,4,1,1,0
Maruti,2017,550000,20000,4,1,1,0
Maruti,2008,58000,70000,4,1,1,2
Audi,2012,1200000,60000,4,1,0,4
Mahindra,2013,500000,150000,1,1,1,0
Maruti,2009,120000,83000,4,1,1,2
Toyota,2012,300000,250000,1,1,1,0
Hyundai,2018,300000,30000,4,1,1,0
Datsun,2015,295000,21000,4,1,1,0
Maruti,2018,587000,80000,0,1,1,0
Ambassador,2012,430000,50000,4,1,1,2
Hyundai,2007,123000,50000,4,1,1,2
Skoda,2012,450000,48500,1,1,0,2
Maruti,2007,130000,60000,4,1,1,4
Tata,2010,110000,90000,1,1,1,2
Mahindra,2010,200000,240000,1,1,1,4
Hyundai,2015,320000,70000,4,1,1,2
Maruti,2014,300000,50000,4,1,1,0
Volkswagen,2016,350000,110000,4,1,1,0
Maruti,2018,800000,50000,4,1,1,0
Hyundai,2016,270000,175000,1,1,1,0
Hyundai,2017,540000,60000,4,1,1,0
Maruti,2011,160000,60000,0,1,1,2
Maruti,2013,340000,100000,1,1,1,2
Maruti,2017,350000,40000,4,1,1,2
Volkswagen,2011,300000,100000,1,1,1,0
Maruti,2013,330000,63000,1,1,1,0
Maruti,2016,325000,80000,0,1,1,2
Maruti,2013,250000,55000,1,1,1,0
Chevrolet,2015,240000,60000,4,1,1,0
Hyundai,2020,545000,5000,4,1,1,0
Hyundai,2015,300000,48000,4,0,1,0
Renault,2017,240000,50000,4,1,1,0
Renault,2018,360000,15000,4,1,1,0
Hyundai,2012,250000,70000,1,1,1,0
Skoda,2019,475000,105000,1,0,0,0
Hyundai,2016,600000,50000,1,1,1,2
Tata,2010,150000,80000,1,1,1,2
Ford,2017,700000,50000,1,1,1,0
Mahindra,2016,1290000,5000,1,1,1,0
Maruti,2018,500000,10000,4,1,0,0
Hyundai,2012,193000,45000,4,1,1,2
Honda,2015,800000,10000,4,1,1,0
Maruti,2008,150000,50000,4,1,1,0
Maruti,2002,80000,40000,4,1,1,1
Ford,2010,130000,100000,1,1,1,4
Ford,2012,280000,80000,1,1,1,2
Mahindra,2011,229999,110000,1,1,1,2
Maruti,2008,80000,120000,4,1,1,0
Tata,2010,70000,10000,4,1,1,0
Maruti,2013,240000,60000,1,1,1,2
Mahindra,2010,380000,72000,1,1,1,2
Hyundai,2006,80000,110000,4,1,1,0
Hyundai,2013,265000,50000,4,1,1,0
Hyundai,2018,320000,25000,4,1,1,0
Nissan,2014,500000,120000,1,1,1,4
Hyundai,2016,1300000,55000,1,1,1,0
Mahindra,2018,1500000,35000,1,1,1,0
Toyota,2016,1800000,110000,1,1,0,0
Mahindra,2014,600000,80000,1,1,1,2
Tata,2018,420000,80000,4,1,1,0
Maruti,2009,140000,120000,4,1,1,0
Skoda,2010,300000,100000,1,1,1,2
Hyundai,2006,100000,60000,4,0,1,2
Maruti,2017,350000,25000,4,0,1,0
Ford,2018,850000,19000,4,0,1,0
Maruti,2008,140000,54000,4,0,1,0
Ford,2015,550000,17100,4,0,1,2
Hyundai,2017,525000,19000,4,0,0,0
Ford,2015,470000,146000,1,0,1,0
Ford,2013,900000,98000,1,0,0,0
Ford,2011,500000,224642,1,0,1,2
Maruti,1998,80000,120000,4,1,1,2
Mahindra,2011,175000,175000,1,1,1,0
Mahindra,2017,1350000,15000,1,1,0,2
Renault,2017,800000,50000,1,1,1,0
Datsun,2017,250000,15000,4,1,1,0
Maruti,2018,700000,25000,4,1,0,0
Tata,2019,800000,25000,1,1,1,0
Mahindra,2013,660000,69000,1,1,1,0
Maruti,2015,465000,60000,1,1,1,4
Mahindra,2006,180000,222435,1,1,1,2
Maruti,2017,600000,66000,1,1,1,4
Ford,2010,150000,110000,4,1,1,0
Hyundai,2014,450000,78000,1,1,1,2
Hyundai,2019,721000,10000,4,1,1,0
Renault,2016,300000,40000,4,1,1,0
Maruti,1997,79000,70000,4,1,0,0
Ford,2017,545000,40000,1,1,1,0
Honda,2018,844999,20000,1,1,1,0
Skoda,2016,700000,93000,1,1,1,0
Toyota,2016,650000,159000,1,1,1,0
Ford,2014,525000,75000,1,1,1,2
Ford,2006,110000,101100,1,1,1,4
Tata,2011,180000,66000,1,1,1,0
Hyundai,2012,280000,30000,4,1,1,2
Renault,2019,400000,10000,4,1,1,0
Mahindra,2012,625000,126000,1,1,1,2
Volkswagen,2015,535000,70000,1,1,1,0
Maruti,2017,459999,50000,1,1,1,0
Mahindra,2010,300000,100000,1,1,1,0
Honda,2007,280000,60000,4,1,0,0
Honda,2014,500000,70000,4,1,1,0
Hyundai,2019,1200000,1200,4,1,1,0
Hyundai,2011,180000,134444,4,1,0,2
Maruti,2009,78000,120000,4,1,1,2
Nissan,2011,160000,120000,1,1,1,0
Mahindra,2014,600000,238000,1,1,1,0
Maruti,2008,110000,100000,4,1,1,2
Mahindra,2011,450000,110000,1,1,1,2
Mahindra,2019,1350000,35000,1,1,1,0
Honda,2003,120000,165000,4,1,1,2
Honda,2018,1040000,42000,1,1,1,0
Hyundai,2014,390000,70000,1,1,1,2
Tata,2011,65000,60000,4,1,1,2
Volkswagen,2013,320000,115000,1,1,1,4
Volkswagen,2017,720000,70000,1,1,1,0
Maruti,2007,220000,80000,4,1,1,2
Maruti,2011,225000,65000,4,0,1,0
Tata,2010,200000,150000,1,1,1,2
Toyota,2015,434999,75000,1,0,1,2
Ford,2012,300000,63700,1,1,1,0
Honda,2018,700000,74800,1,1,1,0
Ford,2009,500000,105000,1,1,1,2
Renault,2016,500000,40000,1,1,1,0
Maruti,2016,400000,90000,1,1,1,2
Toyota,2015,825000,75000,1,0,1,2
Maruti,2018,720000,15000,1,1,1,0
Maruti,2009,110000,30000,4,1,1,2
Mahindra,2014,600000,100000,1,1,1,2
Mahindra,2009,275000,155000,1,1,0,4
Land-Rover,2012,2349000,149000,1,1,0,2
Hyundai,2017,740000,60000,1,1,1,0
Maruti,2017,800000,90000,1,1,1,0
Hyundai,2019,1100000,100000,1,1,1,0
BMW,2012,750000,100000,1,1,0,2
Maruti,2012,200000,90000,4,1,1,2
Tata,2009,210000,75000,1,1,1,0
Maruti,2009,270000,120000,1,1,1,2
Toyota,2016,630000,90000,1,1,1,2
Hyundai,2015,375000,55000,4,1,1,0
Mahindra,2010,300000,70000,1,1,1,0
Mahindra,2016,580000,95000,1,1,1,2
Maruti,2016,750000,50000,1,1,1,0
Maruti,2014,250000,60516,4,1,1,0
Hyundai,2012,434999,235000,1,1,1,2
Mercedes-Benz,2007,900000,76731,1,0,0,0
Maruti,2016,685000,64000,1,0,1,0
Maruti,2014,540000,65000,1,0,1,0
Honda,2018,1165000,13000,4,0,0,3
Ford,2014,610000,77000,1,0,1,0
Hyundai,2011,254999,24000,4,0,1,0
Nissan,2014,280000,63840,4,0,1,0
Tata,2017,370000,25000,4,1,1,0
Tata,2011,459999,76400,1,1,1,2
Maruti,1998,42000,70000,4,1,1,4
Fiat,2011,190000,80000,1,1,1,4
Fiat,2010,165000,100000,4,1,1,1
Ford,2017,710000,40000,1,1,1,0
Hyundai,2018,1200000,15000,4,1,1,0
Maruti,2011,229999,70000,4,1,1,0
Renault,2018,310000,15000,4,1,1,0
Maruti,2015,320000,40000,4,1,1,0
Maruti,2006,100000,54000,4,1,1,0
Hyundai,2009,160000,90000,1,1,1,0
Maruti,2007,60000,52000,4,1,1,0
Tata,2012,100000,200000,1,1,1,4
Chevrolet,2016,350000,35000,1,1,1,2
Maruti,2017,300000,31489,4,1,1,0
Hyundai,2018,830000,40000,1,1,1,0
Hyundai,2010,229999,70000,4,1,1,0
Hyundai,2013,400000,100000,1,1,1,0
Maruti,2005,300000,70000,4,1,1,2
Ford,2013,300000,50000,1,1,1,0
Ford,2009,80000,180000,1,1,1,2
Maruti,2008,80000,50000,4,1,1,2
Tata,2012,300000,110000,1,1,1,0
Maruti,2018,700000,26000,4,1,0,0
Maruti,2016,975000,65000,1,1,1,0
Chevrolet,2009,500000,130000,1,1,1,0
Renault,2013,550000,75000,1,1,1,2
Nissan,2014,550000,110000,1,1,1,2
Maruti,2014,240000,50000,4,1,1,0
Maruti,1997,50000,80000,4,1,1,2
Tata,2009,120000,80000,4,1,1,2
Maruti,2013,900000,60000,4,1,1,2
Honda,2009,250000,90000,4,1,1,2
Renault,2017,280000,36000,4,1,1,0
Tata,2010,85000,87000,1,1,1,0
Tata,2011,90000,80000,1,1,1,0
Chevrolet,2015,500000,50000,1,1,1,0
Maruti,2013,200000,60000,4,1,1,0
Renault,2015,250000,50000,4,1,1,0
Maruti,2014,185000,40000,1,1,1,4
Hyundai,2008,100000,60000,4,1,1,2
Toyota,2015,610000,55000,1,1,1,0
Mahindra,2012,290000,80000,1,1,1,0
Mahindra,2012,300000,295000,1,1,1,0
Hyundai,2015,225000,80000,4,1,1,0
Maruti,2017,320000,50000,4,1,1,2
Tata,2012,135000,158000,1,1,1,4
Toyota,2006,400000,400000,1,1,1,4
Nissan,2016,600000,19495,4,0,1,0
Renault,2013,570000,62668,1,0,1,0
Mahindra,2013,850000,85710,1,0,1,0
Ford,2011,250000,55130,1,0,1,2
Ford,2014,580000,63356,1,0,1,2
Toyota,2012,1680000,129627,1,0,1,0
Chevrolet,2010,180000,15000,4,1,1,0
Tata,2017,300000,50000,4,1,1,0
Toyota,2012,269000,70000,4,1,1,2
Maruti,2018,231999,20000,4,1,1,0
Chevrolet,2011,150000,60000,4,1,1,4
Hyundai,2017,495000,5000,4,1,1,0
Maruti,2014,700000,15000,4,1,1,0
Datsun,2018,400000,4400,4,1,1,2
Mahindra,2019,599000,15000,1,1,1,4
Renault,2013,421000,45000,1,1,1,0
Ford,2018,841000,1000,1,1,1,0
Hyundai,2014,295000,38500,4,1,1,0
Hyundai,2011,220000,25000,4,1,1,0
Ford,2013,250000,35000,1,1,1,0
Toyota,2009,1100000,110000,1,1,1,2
Hyundai,2012,300000,40000,4,1,1,0
Chevrolet,2007,80000,110000,4,1,1,2
Chevrolet,2013,215000,20000,1,1,1,4
Hyundai,2012,245000,14987,4,0,1,0
Ford,2016,650000,25061,1,0,1,0
Ford,2017,760000,42494,1,0,1,0
Honda,2014,395000,44875,1,0,1,0
Ford,2014,280000,89741,1,0,1,2
Honda,2016,495000,65000,1,0,1,0
Honda,2016,525000,35000,1,0,1,0
Toyota,2009,420000,347089,1,0,1,0
Tata,2010,210000,34500,1,1,1,0
Hyundai,2018,650000,30000,4,1,1,0
BMW,2018,2300000,39000,1,1,0,0
Ford,2019,525000,16000,1,1,1,0
Maruti,2010,195000,80000,0,1,1,2
Maruti,2016,650000,60000,1,1,1,0
Mahindra,2015,540000,110000,1,1,1,0
Maruti,2014,180000,61000,4,1,1,0
Maruti,2018,980000,50000,1,1,1,0
Fiat,2014,250000,90000,1,1,1,0
Hyundai,2018,550000,35000,4,1,0,0
Volkswagen,2015,509999,43000,4,1,1,2
Maruti,2017,320000,50000,4,1,1,0
Hyundai,2016,275000,25000,4,1,1,0
Mahindra,2013,550000,222252,1,1,1,0
Maruti,2009,145000,50000,4,1,1,2
Fiat,2013,250000,80000,1,1,1,0
Hyundai,2012,520000,35000,1,1,1,0
Maruti,2007,95000,85000,4,1,1,2
Toyota,2011,725000,110000,1,1,1,4
Maruti,2006,55000,70000,4,1,1,2
Honda,2014,600000,100000,1,1,1,0
Volkswagen,2013,330000,120000,1,1,1,2
Maruti,2015,470000,89000,1,1,1,0
Maruti,2013,365000,120000,1,1,1,0
